,birthday,known_for_department,deathday,id,name,gender,biography,place_of_birth,profile_path
869,1942-11-24,Acting,,9188,Billy Connolly,2,"A Scottish comedian, musician, presenter and actor. He is sometimes known, especially in his native Scotland, by the nickname The Big Yin (The Big One). His first trade, in the early 1960s, was as a welder (specifically a boilermaker) in the Glasgow shipyards, but he gave it up towards the end of the decade to pursue a career as a folk singer in the Humblebums and subsequently as a soloist. In the early 1970s he made the transition from folk-singer with a comedic persona to fully-fledged comedian, a role in which he continues. He also became an actor, and has appeared in such films as Indecent Proposal (1993); Mrs. Brown (1997), for which he was nominated for a BAFTA; The Boondock Saints (1999); The Man Who Sued God (2001); Water (1985);The Last Samurai (2003); Timeline (2003); Lemony Snicket's A Series of Unfortunate Events (2004); Garfield: A Tail of Two Kitties (2006); and The X-Files: I Want to Believe (2008). Connolly reprised his role as Noah ""Il Duce"" MacManus in Boondock Saints II: All Saints Day. Connolly appears as the King of Lilliput in the 2010 remake of Gulliver′s Travels.

Description above from the Wikipedia article Billy Connolly , licensed under CC-BY-SA, full list of contributors on Wikipedia.","Anderston, Glasgow, Scotland, UK",/imqsEA1EPet7OvHx80VfTYfFcWf.jpg
870,1957-10-12,Acting,,109516,Clémentine Célarié,1,,"Dakar, Senegal",/yffWfisdfIgNjMMJH4zof2aNHXs.jpg
871,1971-09-21,Acting,,36422,Luke Wilson,2,"Luke Cunningham Wilson (born September 21, 1971) is an American actor, director and writer.","Dallas, Texas, USA",/n7CRA7h1z3FVOzBJ5EjfSrPQbvl.jpg
872,,Acting,,176969,Mario Di Donato,2,Mario Di Donato is actor.,,
873,1949-01-26,Acting,,11064,David Strathairn,2,"An American film and television actor, best known for his portrayal of journalist Edward R. Murrow in the feature film ""Good Night, and Good Luck"", for which he was nominated for an Academy Award.","San Francisco, California, USA",/5P9hWKVBXVD6bNdDO3O7upa1A6S.jpg
874,,Acting,,85422,Joshua Minnick,0,,,
875,1968-04-17,Acting,,143527,Lee Whitlock,2,,,/ipegu2CiBYGu41Z3e3dZxxUcwKd.jpg
876,,Acting,,91850,Jennifer Leigh Warren,1,,,/RA1xFVBUCT4k2WfD0n2xb16UmF.jpg
877,1950-03-30,Acting,,1923,Robbie Coltrane,2,"Robbie Coltrane, is a Scottish actor, comedian and author. He is known both for his role as Dr Eddie ""Fitz"" Fitzgerald in the British TV series Cracker and as Rubeus Hagrid in the Harry Potter films.

Coltrane was born Anthony Robert McMillan in Rutherglen, South Lanarkshire, the son of Jean McMillan Ross, a teacher and pianist, and Ian Baxter McMillan, a general practitioner who also served as a forensic police surgeon. He has an older sister, Annie, and a late younger sister, Jane.

Coltrane moved into acting in his early twenties, taking the stage name Coltrane (in tribute to jazz saxophonist John Coltrane) and working in theatre and stand-up comedy. Coltrane soon moved into films, obtaining roles in a number of movies such as Flash Gordon. On television, he also appeared as Samuel Johnson in Blackadder.

His roles went from strength to strength in the 1990s with the TV series Cracker and a BAFTA award as the stepping stone to parts in bigger films such as the James Bond films GoldenEye and The World Is Not Enough and a major supporting role as half-giant Rubeus Hagrid in the Harry Potter films.","Rutherglen, Lanarkshire, Scotland, UK",/wp09MuNtqjSOKEjdQuOFem79IfT.jpg
878,1931-09-17,Acting,2005-06-06,10774,Anne Bancroft,1,"Anna Maria Italiano was born 1931 in the Bronx, New York. She made her cinema debut in 1952 in Don't Bother to Knock (1952). In the fifties she made a lot of movies as a supporting actress until she became a star with The Miracle Worker (1962), directed by Arthur Penn, for which she won an Academy Award. The sixties in general were her best years: The Pumpkin Eater (1964) directed by Jack Clayton, 7 Women (1966) directed by John Ford and The Graduate (1967) directed by Mike Nichols. In 1964 she married Mel Brooks. After the sixties she reduced her appearances in movies but still had some important roles like, for example, Garbo Talks (1984) directed by Sidney Lumet. She also began to make some TV films. IMDb Mini Biography By: Volker Boehm","Bronx, New York, USA",/ydabiabIsMBe2HsNmx43gBpqzxx.jpg
879,1981-08-08,Acting,,22122,Meagan Good,1,"From Wikipedia, the free encyclopedia.

Meagan Monique Good (born August 8, 1981) is an American film and television actress and occasional film producer. Beginning her career at the age of four, Good has appeared in numerous commercials, television shows, feature films, and music videos.

Description above from the Wikipedia article Meagan Good, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Panaroma City, California, USA",/rijAxPPt2ecneJE5z4uDZbdNivQ.jpg
880,1971-08-18,Acting,,16429,Jacob Vargas,2,"Jacob Vargas (born August 18, 1971) is a Mexican actor.

Description above from the Wikipedia article Jacob Vargas, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Michoacan, Mexico",/IP7LaQDCFgoM6rKp8lGG2GUXNU.jpg
881,,Acting,,1769352,Tom Lawrence,0,,,
882,1940-02-22,Acting,,45455,Judy Cornwell,1,,"Hammersmith, London, United Kingdom",/yVk9V25HwSgnOpfwFam6bMgf0VW.jpg
883,1950-05-26,Production,,42006,Ned Dowd,2,,,
884,,Acting,,58557,Kerry Skalsky,0,,,
885,,Acting,,999663,Richard Reyes,0,,,
886,,Acting,,163795,Rick Warner,2,,,/43gkvtXb4x7eMlo31pDAVmHg8q8.jpg
887,1962-01-17,Acting,,206,Jim Carrey,2,"James Eugene ""Jim"" Carrey is a Canadian-American actor, comedian, singer and writer. He has received two Golden Globe Awards and has also been nominated on four occasions.

Carrey began stand-up comedy in 1979, performing at Yuk Yuk's in Toronto, Ontario. After gaining prominence in 1981, he began working at The Comedy Store in Los Angeles where he was soon noticed by comedian Rodney Dangerfield, who immediately signed him to open his tour performances.

Carrey, long interested in film and television, developed a close friendship with comedian Damon Wayans, which landed him a role in the sketch comedy hit In Living Color, in which he portrayed various characters during the show's 1990 season. Having had little success in television movies and several low-budget films, Carrey was cast as the title character in Ace Ventura: Pet Detective which premiered in February, 1994, making more than $72 million domestically. The film spawned a sequel, Ace Ventura: When Nature Calls (1995), in which he reprised the role of Ventura.

High profile roles followed when he was cast as Stanley Ipkiss in The Mask (1994) for which he gained a Golden Globe Award nomination for Best Actor in a Musical or Comedy, and as Lloyd Christmas in the comedy film Dumb and Dumber (1994). Between 1996 and 1999, Carrey continued his success after earning lead roles in several highly popular films including The Cable Guy (1996), Liar Liar (1997), in which he was nominated for another Golden Globe Award and in the critically acclaimed films The Truman Show and Man on the Moon, in 1998 and 1999, respectively. Both films earned Carrey Golden Globe awards. Since earning both awards — the only two in his three-decade career— Carrey continued to star in comedy films, including How the Grinch Stole Christmas (2000) where he played the title character, Bruce Almighty (2003) where he portrayed the role of unlucky TV reporter Bruce Nolan, Lemony Snicket's A Series of Unfortunate Events (2004), Fun with Dick and Jane (2005), Yes Man (2008), and A Christmas Carol (2009).

Carrey has also taken on more serious roles including Joel Barish in Eternal Sunshine of the Spotless Mind (2004) alongside Kate Winslet and Kirsten Dunst, which earned him another Golden Globe nomination, and Steven Jay Russell in I Love You Phillip Morris (2009) alongside Ewan McGregor.   Description above from the Wikipedia article Jim Carrey, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Newmarket, Ontario, Canada",/5tVf0ow8MX4OwjmVoSa5v7qUDka.jpg
888,,Acting,,1235504,Robyn Driscoll,0,,,
889,1936-03-21,Acting,2012-11-08,27660,Roger Hammond,2,"John Roger Hammond was an English character actor who appeared in many films and television series.

He studied at Emmanuel College, Cambridge where he initially read English and later appeared extensively in their drama programme, alongside actors such as Ian McKellen and Derek Jacobi. He went on to  study at the Royal Academy of Dramatic Art (RADA) in LOndon. In 1963, he joined the Arts Theatre Company.","Stockport, Cheshire, England, UK",/p81yHkWRbxDoKcwBKZoduEoSl9c.jpg
890,,Acting,,180533,Melinda Renna,1,,,
891,1938-09-09,Acting,,7576,Bill Raymond,2,,"San Francisco, California, USA",/9qUefRsvEzitR2j8CwtXYbddayE.jpg
892,1961-07-23,Acting,,57755,Woody Harrelson,2,"Academy Award-nominated and Emmy Award-winning actor Woodrow Tracy Harrelson was born on July 23, 1961 in Midland, Texas, to Diane Lou (Oswald) and Charles Harrelson. He grew up in Lebanon, Ohio, where his mother was from. After receiving degrees in theater arts and English from Hanover College, he had a brief stint in New York theater. He was soon cast as Woody on TV series Cheers (1982), which wound up being one of the most-popular TV shows ever and also earned Harrelson an Emmy for his performance in 1989.

While he dabbled in film during his time on Cheers (1982), that area of his career didn't fully take off until towards the end of the show's run. In 1991, Doc Hollywood (1991) gave him his first widely-seen movie role, and he followed that up with White Men Can't Jump (1992), Indecent Proposal (1993) and Natural Born Killers (1994). More recently, Harrelson was seen in No Country for Old Men (2007), Zombieland (2009), 2012 (2009), and Friends with Benefits (2011), along with the acclaimed HBO movie Game Change (2012).

In 2011, Harrelson snagged the coveted role of fan-favorite drunk Haymitch Abernathy in the big-screen adaptation of The Hunger Games (2012), which ended up being one of the highest-grossing movies ever at the domestic box office. Harrelson is set to reprise that role for the sequels, which are scheduled for release in November 2013, 2014 and 2015. Harrelson has received two Academy Award nominations, first for his role as controversial Hustler founder Larry Flynt in The People vs. Larry Flynt (1996) and then for a role in The Messenger (2009). He also received Golden Globe nominations for both of these parts. In 2016, he had a stand-out role as a wise teacher in the teen drama The Edge of Seventeen (2016).

Harrelson was briefly married to Nancy Simon in the 80s, and later married his former assistant, Laura Louie, with whom he has three daughters.","Midland, Texas, USA",/1ecdooAHICUhCZKKEKlFtccEmTU.jpg
893,,Acting,,30087,Fraser James,2,,,/mGAPQG2OKTgdKFkp9YpvCSqcbgY.jpg
894,1951-07-09,Acting,,2955,Chris Cooper,2,"Christopher W. ""Chris"" Cooper (born July 9, 1951) is an American film actor. He became well known in the late 1990s, having appeared in supporting performances in several major Hollywood films, including The Bourne Identity, American Beauty, Capote, The Town, The Kingdom, Syriana, October Sky, Seabiscuit, and Adaptation, for which he won both the Academy Award and Golden Globe Award for Best Supporting Actor.

Description above from the Wikipedia article Chris Cooper (actor), licensed under CC-BY-SA, full list of contributors on Wikipedia","Kansas City, Missouri, USA",/ytZY7YofdiAZyiyr4NyiB77lwwQ.jpg
895,1949-08-25,Acting,,47879,John Savage,2,"John Savage (born John Youngs; August 25, 1950) is an American film actor, producer, production manager, and composer.","Old Bethpage, Long Island, New York, USA",/4cNKdr2E2gAvAjjydcwJGscoBsD.jpg
896,1959-03-27,Acting,2019-11-02,4890,Brian Tarantina,2,"Brian Tarantina was an American television, screen, and stage actor.","New York City, New York, USA",/3wJWb5xIxkwvSWVvdgEE92YIBaS.jpg
897,,Acting,,5424,Héloïse Rauth,0,,,/wTrEFOrSiyPzViREYwU56Ch94Zw.jpg
898,1962-07-13,Acting,,1366358,David Collins,2,,"Honolulu, Hawaii, USA",/lhjFjJZ2m5lXW1ZO4aQIOb8ltnn.jpg
899,,Acting,,1266095,Sam Lasseter,0,,,
900,1961-07-14,Directing,,1486764,Shari L. Carpenter,0,"Shari L. Carpenter was born on July 14, 1961 in the USA. She is known for her work on American Gangster (2007), Inside Man (2006) and 25th Hour (2002).",,
901,,Acting,,57868,Dara Tomanovich,1,,"Toronto, Ontario, Canada",/jBzR1mGrJN6uU5mk7nspawsclSo.jpg
902,1956-07-04,Acting,,150152,Sun Chun,2,,"Jinan, Shandong, China",/3a9s6XlvOjWmGAzcdqcfXAakFBe.jpg
903,1956-11-10,Acting,,13525,Matt Craven,2,"Matt Craven (born November 10, 1956) is a Canadian actor.

Craven was born Matthew John Crnkovich in Port Colborne, Ontario, the son of Joanne Leslie, a hairdresser, and Nick Crnkovich. He has an older sister, Deborah. Craven is married to Sally Craven née Sutton and has two children, Nicholas and Josephine.

Craven's film credits include Meatballs, Happy Birthday to Me, Tin Men, Blue Steel, Jacob's Ladder, K2, A Few Good Men, Indian Summer, Crimson Tide, The Juror, Paulie, Dragonfly, The Life of David Gale, Timeline, The Clearing, Assault on Precinct 13, Déjà Vu and Disturbia. His television credits include American Gothic, L.A. Doctors, ER, Boomtown, The Lyon's Den, Without a Trace and Raines.

Description above from the Wikipedia article Matt Craven, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Port Colborne, Ontario, Canada",/atUkssC0DowpBbFvsnRf92cEf9y.jpg
